State,Company,CIQID,Year,EBITDA,YearRev,Year2Rev,Year3Rev,YearOpExp,Year2OpExp,Year3OpExp,YearCapex,Year2Capex,Year3Capex,YearDiv,Year2Div,Year3Div,YearROE,Year2ROE,Year3ROE,YearDebt_EBITDA,Year2Debt_EBITDA,Year3Debt_EBITDA,YearFFO_Debt,Year2FFO_Debt,Year3FFO_Debt
OH,Abercrombie & Fitch Co.,IQ353867,2007,1202.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,"Scripps Networks Interactive, Inc.",IQ6469353,2007,598.236,1323.469,0,0,784.776,0,0,40.417,0,0,38.157,0,0,19.71865,0,0,1.6741,0,0,40.06356,0,0
TX,"Brinker International, Inc.",IQ260858,2007,670.69,4151.291,3912.85,3707.486,3651.748,3405.032,3211.429,349.607,331.111,302.463,25.417,406.505,639.291,19.66349,15.18157,14.0345,1.74246,1.60111,1.71389,40.93837,54.26812,52.08254
NY,Warner Music Group Corp.,IQ734078,2007,526,3516,3502,0,3011,3042,0,30,30,0,74,2229,1828,81.63265,-91.59892,0,4.62823,4.77673,0,11.3072,11.98835,0
TN,Regal Entertainment Group,IQ33710,2007,842.25,2598.1,2516.7,2468,2070,2030.3,1968.4,124.7,31.8,38.4,179.6,1612.3,1631,2241.55844,43.27604,-9.53814,5.16137,5.41814,5.08758,10.71534,10.09563,12.42321
GA,"Carter's, Inc.",IQ3004786,2007,221.414,1372.631,1141.784,835.483,1180.94,981.398,714.302,30.848,22.588,20.481,0,426.791,183.778,19.77475,13.21117,16.53974,2.02781,3.02597,1.64772,31.01261,21.96414,49.70997
KY,"Tempur Sealy International, Inc.",IQ3289679,2007,288.734,945.045,836.732,684.866,710.912,620.879,509.619,29.332,82.314,38.419,0,313.711,280.913,51.09296,45.15468,44.60322,1.51511,1.53154,1.48121,38.96916,38.41568,58.59206
KS,"AMC Entertainment Holdings, Inc.",IQ34874958,2007,836.35,2461.571,1686.878,1698.732,2065.978,1468.094,1456.135,138.739,117.668,110.069,0,0,0,10.35971,-21.63928,-36.08887,6.55125,10.27744,6.38305,6.42094,4.07582,5.90894
NY,Time Inc.,IQ639301,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,"Fossil Group, Inc.",IQ317037,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,"Rent-A-Center, Inc.",IQ33765,2007,579.708,2433.908,2339.107,2313.255,2077.44,2011.884,1923.981,84.409,60.23,72.096,0,724.05,708.25,11.67261,16.78157,19.64058,3.22291,2.26801,1.91018,22.32849,27.20696,46.06475
PA,"Penn National Gaming, Inc.",IQ335919,2007,0,0,0,1105.29,0,0,825.725,0,0,68.557,0,2767.662,854.415,0,0,24.67232,0,0,2.82197,0,0,26.07439
TX,Service Corporation International,IQ302617,2007,535.273,1747.295,1715.605,1859.308,1393.843,1414.141,1449.313,99.527,99.416,96.007,29.431,1186.485,1200.353,3.30504,3.29367,6.92263,5.39069,3.02771,2.56422,13.27256,22.91395,28.71642
AZ,Meritage Homes Corporation,IQ178296,2007,109.117,3471.763,3001.102,0,2964.161,2523.202,0,25.85,25.279,0,0,592.124,471.415,24.25983,37.22662,0,1.28477,1.18576,0,39.23896,44.03401,0
NY,Univision Communications Inc.,IQ352350,2007,838.31,2025.587,1952.531,1786.935,1256.309,1289.254,1192.298,80.245,102.553,120.144,0,935.493,1190.374,6.55244,3.57259,4.87829,1.67258,2.49274,2.01542,39.9482,27.20474,43.49086
TX,"Cinemark Holdings, Inc.",IQ32389646,2007,540.198,1220.594,1020.597,1024.242,957.573,814.857,796.942,106.995,75.531,80.601,0,1048.224,1019.516,0.31689,14.06843,-36.60759,7.97531,5.93067,5.17985,6.19143,8.30238,10.86945
TN,Genesco Inc.,IQ274846,2007,264.0185,1460.478,1283.876,1112.681,1298.022,1134.623,992.13,73.287,56.946,39.48,0.256,161.25,86.25,18.35908,20.5566,20.38387,2.7843,2.67988,2.61546,23.20894,23.88929,30.07431
OH,Cooper Tire & Rubber Company,IQ263686,2007,292.221,2676.242,2155.185,2081.609,2533.043,2013.36,1907.378,186.511,169.54,159.3,25.781,491.618,773.704,-10.88133,-1.4254,2.49405,5.96406,4.72684,1.11684,9.54219,10.733,68.93122
MD,"Marriott International, Inc.",IQ31148,2007,1718.5,3920,3458,10099,10720,10246,9456,497,750,165,93,1681,836,24.21357,14.78758,15.00189,2.05182,2.60771,1.60137,55.12477,47.2647,59.6217
NV,Scientific Games Corporation,IQ25304,2007,315.274,897.23,781.683,725.5,665.674,583.895,516.5,191.79,143.2,80.4,0,574.68,606.508,14.59399,21.90759,22.73639,3.75449,2.86987,2.47584,18.54772,28.33309,34.04457
NJ,"Hovnanian Enterprises, Inc.",IQ279534,2007,0,0,5276.017,4153.89,0,4452.631,3482.168,0,317.777,104.796,0,1571.751,1068.375,0,32.93746,34.65831,0,1.83998,1.76767,0,28.7882,49.1732
PA,"The Bon-Ton Stores, Inc.",IQ321590,2007,348.967,0,0,1379.114,0,0,1306.431,0,0,31.516,0,178.257,170.703,0,0,8.03201,0,0,3.46879,0,0,20.2729
NY,AMC Networks Inc.,IQ679630,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,Starwood Hotels & Resorts Worldwide Inc.,IQ341584,2007,1262,4394,4907,4385,3229,3665,3338,366,454,328,276,2926,3823,26.96819,9.37749,8.09743,2.70099,2.84495,3.96119,23.48165,19.68721,18.49739
TN,"The ServiceMaster Company, LLC",IQ302707,2007,525.607,3332.703,3239.478,3068.068,2931.599,2849.628,2695.074,51.593,41.771,45.346,133.233,638.928,781.841,17.288,17.64864,35.02366,1.86424,1.85377,1.50517,40.0297,46.31184,57.04878
PA,"GNC Holdings, Inc.",IQ30009227,2007,283.302,1487.116,1317.708,1344.742,1349.435,1206.824,1205.3,23.846,20.825,28.329,49.934,0,0,14.29239,1.97364,17.13045,2.81138,3.24784,3.04672,23.78273,21.37611,24.80871
MD,"Sinclair Broadcast Group, Inc.",IQ526950,2007,227.3095,706.222,692.067,705.477,469.128,454.365,480.587,17.066,16.799,44.881,36.062,1412.801,1590.669,18.78586,12.27658,1.97619,5.89265,6.07494,7.93612,9.73897,11.21171,5.91402
MO,"Caleres, Inc.",IQ256893,2007,312.821,0,0,1941.804,0,0,1832.355,0,0,46.227,0,50,100,0,0,11.60322,0,0,2.20231,0,0,37.07744
IL,Hyatt Hotels Corporation,IQ13103664,2007,686.6135,2264,0,0,1717,0,0,326,0,0,0,0,0,8.85362,0,0,1.27296,0,0,71.77647,0,0
MI,"Wolverine World Wide, Inc.",IQ315210,2007,191.145,0,0,0,0,0,0,0,0,0,0,21.439,32.169,0,0,0,0,0,0,0,0,0
VA,Graham Holdings Company,IQ91675,2007,794.1435,3904.927,3553.887,3300.104,3208.921,2817.187,2554.963,284.022,238.349,204.632,75.903,403.635,425.889,11.33345,12.42757,14.81132,0.77696,0.869,0.82216,91.12539,89.02766,121.36279
NY,"J. Crew Group, Inc.",IQ30345,2007,281.3725,0,0,804.216,0,0,729.513,0,0,13.431,0,318.667,304.936,0,0,21.73415,0,0,6.28868,0,0,2.36074
UT,Vista Outdoor Inc.,IQ262788142,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY,Party City Holdings Inc.,IQ24064917,2007,244.816,1015.088,417.735,399.216,911.764,346.781,329.201,40.376,17.051,11.435,0,0,0,1.84841,5.12902,9.96352,4.70183,7.28572,5.29977,11.21014,7.93851,11.73217
NY,"G-III Apparel Group, Ltd.",IQ274166,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NV,"Pinnacle Entertainment, Inc.",IQ278271,2007,180.8115,911.46,668.463,466.543,715.24,550.901,387.332,180.783,195.644,204.495,0,657.534,637.971,11.28335,-0.01424,0.72462,3.87268,5.3295,5.63486,18.11089,9.81845,6.15494
FL,Tupperware Brands Corporation,IQ347586,2007,307.5,1743.7,1279.3,1224.3,1523.6,1104.4,1063.4,52.1,52,43.6,53.3,750.5,246.5,25.59783,27.52235,33.48103,2.86307,3.62284,1.75573,19.71888,25.08181,50.24297
CA,"Guitar Center Holdings, Inc.",IQ137473586,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NV,Boyd Gaming Corporation,IQ327880,2007,504.685,2192.634,2161.085,1707.207,1656.18,1608.447,1343.611,428.983,595.444,263.348,46.662,2552.795,2304.343,14.61515,16.09659,16.06991,4.02384,4.74608,6.10491,14.28997,11.8135,11.45892
CO,"M.D.C. Holdings, Inc.",IQ181003,2007,115.2045,4793.569,4882.673,4008.254,4288.193,4017.566,3326.099,10.221,22.889,29.917,44.963,996.297,746.31,10.41582,30.00495,32.13196,1.18327,1.18632,0.77188,42.63481,49.44422,124.32552
MI,"Tower International, Inc.",IQ35650,2007,0,0,0,0,0,0,0,0,0,0,0,1458.172,1361.285,0,0,0,0,0,0,0,0,0
MI,Visteon Corporation,IQ245507,2007,0,0,0,0,0,0,0,0,0,0,0,1509,1513,0,0,0,0,0,0,0,0,0
GA,"Beazer Homes USA, Inc.",IQ332730,2007,253.3415,5356.504,4992.973,3907.109,4690.44,4234.498,3454.601,55.088,48.437,10.271,16.144,1321.936,1150.972,22.80175,20.16209,19.13862,2.19204,1.58586,2.27751,38.3154,55.6346,36.6472
OH,American Greetings Corp.,IQ250037,2007,224.2065,1794.095,1927.768,1934.9656,1656.406,1657.983,1726.582,41.716,46.177,47.179,18.418,486.087,665.874,3.87575,6.98142,5.10165,2.08045,2.0428,0.99641,29.54663,40.07617,80.61973
VA,TEGNA Inc.,IQ20571,2007,2047.333,8033.354,7598.939,7283.662,5758.347,5307.64,4930.052,198.78,259.437,274.99,280.008,5438.273,4607.743,14.55268,15.39611,15.61927,2.43435,2.63918,2.19887,26.75105,24.11329,41.90224
IL,"tronc, Inc.",IQ171136214,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OH,"M/I Homes, Inc.",IQ328190,2007,49.802,1274.145,0,0,1206.301,0,0,4.806,0,0,1.415,465.565,287.37,4.844,0,0,4.01803,0,0,11.04941,0,0
OH,The Wendy's Company,IQ23557,2007,138.446,0,0,0,0,0,0,0,0,0,0,894.527,446.479,0,0,0,0,0,0,0,0,0
LA,Lamar Media Corp.,IQ3097546,2007,714.581,1120.091,1021.656,883.51,639.498,565.866,490.477,223.35,121.117,82.031,0.365,1573.538,1299.924,2.59439,2.33067,0.74664,4.45691,4.08144,4.72423,15.57194,18.37185,16.3475
VA,"Media General, Inc.",IQ336277,2007,184.452,983.189,876.377,859.516,770.614,690.794,654.52,92.896,73.624,37.635,21.18,782.79178,739.73623,7.05833,7.72654,6.73839,4.55346,3.09049,3.25072,13.71194,19.82101,24.72741
MN,"Life Time Fitness, Inc.",IQ136442,2007,0,0,0,0,0,0,0,0,0,0,0,258.835,161.767,0,0,0,0,0,0,0,0,0
MA,Houghton Mifflin Harcourt Company,IQ214727961,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NV,Station Casinos LLC,IQ326838,2007,0,0,0,0,0,0,0,0,0,0,0,1944.22,1321.296,0,0,0,0,0,0,0,0,0
NY,MDC Partners Inc.,IQ379819,2007,52.9985,403.086,349.824,0,355.618,326.463,0,22.35,10.712,0,0,44.265,50.32,-5.99859,-5.30057,0,5.31779,6.43159,0,12.9452,10.33929,0
TX,"Conn's, Inc.",IQ7620997,2007,0,0,0,0,0,0,0,0,0,0,0,5.003,14.174,0,0,0,0,0,0,0,0,0
CT,Mohegan Tribal Gaming Authority,IQ3073720,2007,0,0,1331.605,1256.926,0,979.682,912.817,0,49.179,31.9,0,1226.348,1003.051,0,-28.53165,-128.68918,0,4.60925,3.91932,0,20.56663,24.55761
FL,Claire's Stores Inc.,IQ261596,2007,477.521,0,0,1279.407,0,0,1017.425,0,0,63.634,0,0,0,0,0,21.0727,0,0,0.76233,0,0,114.20887
KY,Churchill Downs Incorporated,IQ260619,2007,0,0,0,0,0,0,0,0,0,0,0,28.575,242.77,0,0,0,0,0,0,0,0,0
TX,Six Flags Entertainment Corporation,IQ435998,2007,200.858,945.665,956.757,977.093,736.238,711.506,727.317,122.586,162.554,106.365,0,2412.132,2409.102,-42.77955,-17.21204,-17.86817,13.67261,10.21965,9.51758,-0.77379,2.40164,2.47181
NC,"Extended Stay America, Inc.",IQ347306,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,Marriott Vacations Worldwide Corporation,IQ127149531,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OH,"Cedar Fair, L.P.",IQ96760,2007,344.022,831.389,568.707,541.972,521.19,375.62,373.452,58.3,75.053,74.664,100.83,450.85,442.084,20.70832,39.97728,23.05505,5.58162,2.40749,2.67073,11.74897,34.21161,31.71307
NY,New Media Investment Group Inc.,IQ30795,2007,122.334,306.191,0,0,244.834,0,0,8.396,0,0,9.201,309.855,574.445,-0.70511,0,0,8.87166,0,0,4.78316,0,0
CA,The Gymboree Corporation,IQ29232,2007,260.312,791.638,678.453,0,651.705,595.658,0,38.722,29.583,0,0,0,0,25.83532,11.95811,0,1.52609,2.09058,0,45.28956,36.21343,0
NY,"Weight Watchers International, Inc.",IQ754046,2007,492.173,1233.325,1151.251,1024.919,839.926,789.559,710.099,31.026,14.634,5.163,51.792,741.425,466.125,-281.61028,301.24365,103.28975,2.165,2.09928,1.53971,30.26725,32.93165,61.22208
GA,Cumulus Media Inc.,IQ27244,2007,108.608,334.321,327.756,320.132,255.101,232.562,220.703,9.211,9.315,12.123,0,569,441.145,-9.66136,-29.18153,3.65751,7.0291,5.73615,4.49295,8.73522,12.36566,17.85676
TN,"Ruby Tuesday, Inc.",IQ346489,2007,214.624,1410.227,0,0,1178.748,0,0,124.327,0,0,29.147,247.222,168.087,20.8656,0,0,2.98355,0,0,22.10708,0,0
TX,"Nexstar Media Group, Inc.",IQ518638,2007,90.395,265.169,228.939,249.531,176.459,165.801,167.016,24.354,14.016,10.552,0,643.02,627.548,12.90888,116.97072,320.88006,7.57941,10.35819,7.3308,5.77963,2.50556,5.0714
CT,"Affinion Group Holdings, Inc.",IQ31275536,2007,0,0,0,0,0,0,0,0,0,0,0,1470.6,0,0,0,0,0,0,0,0,0,0
CA,The McClatchy Company,IQ287993,2007,593.228,1675.19,807.48,783.273,1229.417,576.866,562.87,63.096,42.116,38.061,40.008,154.2,267.2,7.85978,7.99807,8.29535,7.61972,0.93729,1.63116,6.20613,71.93748,60.04004
MO,"Isle of Capri Casinos, Inc.",IQ323175,2007,229.6875,992.495,987.359,947.326,803.739,783.623,759.484,441.922,219.791,184.75,0,1148.617,1080.824,-5.26839,3.18695,6.99165,7.5438,6.23693,5.7044,6.6834,9.24171,10.7072
NY,"Carrols Restaurant Group, Inc.",IQ59151858,2007,131.3065,751.426,706.91,697.879,655.413,630.641,606.235,48.552,39.94,20.226,0.141,391.108,398.614,-20.76765,4.02325,15.76345,4.918,5.78369,5.2057,10.30048,9.17422,11.84438
FL,"ILG, Inc.",IQ30205,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NV,"Eldorado Resorts, Inc.",IQ3133890,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,"Perry Ellis International, Inc.",IQ327353,2007,86.344,829.842,849.414,656.581,758.929,782.136,601.813,15.968,14.46,13.971,0,232.51,257.158,9.61731,10.95886,12.13605,3.58087,4.09207,4.23602,18.22608,15.7245,16.90643
NV,Everi Payments Inc.,IQ21826788,2007,108.987,548.148,454.08,403.003,452.203,358.587,315.434,14.195,7.098,3.261,0,0,0,23.48119,122.22914,359.21625,2.61598,3.36755,4.8934,24.20308,16.5507,12.95963
NV,Tropicana Entertainment Inc.,IQ79282541,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY,Sotheby's,IQ303923,2007,356.2995,664.809,513.853,496.72,446.168,367.382,343.869,12.719,14.862,13.468,12.946,134.243,99.617,50.17209,34.90772,34.34537,0.76769,1.85204,0.66458,94.476,35.5506,116.25645
AZ,"Cable ONE, Inc.",IQ679139,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OH,Libbey Inc.,IQ329891,2007,131.9865,692.401,570.065,546.797,618.925,519.265,478.878,73.598,44.27,40.482,1.417,249.379,215.842,-20.14798,-14.70924,5.82316,6.85031,5.79091,4.52242,7.42505,9.8182,16.46282
OH,The E. W. Scripps Company,IQ20119,2007,799.504,2498.077,2513.89,2167.443,1701.059,1875.329,1636.124,103.098,72.121,76.175,76.806,825.775,532.686,16.31615,10.15742,15.35135,1.04049,1.40235,1.10766,65.89285,49.31857,84.49979
GA,"Gray Television, Inc.",IQ322777,2007,95.1635,332.137,261.553,293.273,206.599,173.801,170.479,41.139,37.161,36.295,3.509,788.932,652.082,2.22517,-0.27501,8.97313,7.05324,9.13993,5.28765,6.66041,5.26036,12.56747
AZ,"AV Homes, Inc.",IQ252551,2007,0,0,0,0,0,0,0,0,0,0,0,144.107,139.384,0,0,0,0,0,0,0,0,0
UT,"APX Group Holdings, Inc.",IQ28609655,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OH,"Stoneridge, Inc.",IQ228755,2007,71.91,708.699,671.584,681.795,646.534,612.464,597.158,25.895,28.934,23.917,0,200,200.052,8.72666,0.60272,-46.36614,3.1526,3.41192,1.9312,19.87537,16.63332,36.47189
FL,International Speedway Corporation,IQ354995,2007,343.573,798.369,740.129,647.848,455.286,423.971,374.987,101.974,241.25,133.618,4.27,368.387,369.315,10.65843,16.5554,15.70648,1.10292,1.23898,0.47298,81.94701,80.42776,195.26914
FL,"WCI Communities, Inc.",IQ36492,2007,0,0,0,0,0,0,0,0,0,0,0,1341.275,1123.795,0,0,0,0,0,0,0,0,0
MI,Horizon Global Corporation,IQ279402278,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,"Townsquare Media, Inc.",IQ33718,2007,0,0,0,0,0,0,0,0,0,0,0,78.275,72.45,0,0,0,0,0,0,0,0,0
NC,"Speedway Motorsports, Inc.",IQ341530,2007,0,0,0,446.519,0,0,262.823,0,0,62.537,0,427.982,420.149,0,0,12.46895,0,0,1.1511,0,0,77.45921
CA,Global Eagle Entertainment Inc.,IQ36476295,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA,Entercom Communications Corp.,IQ395750,2007,175.7145,439.629,432.52,423.455,293.404,267.057,261.166,13.713,12.671,9.624,60.448,577.24,483.259,5.75497,8.32836,7.46014,4.45714,3.48589,3.02939,15.99991,21.38718,28.44868
MD,"Radio One, Inc.",IQ33574,2007,125.045,341.24,368.658,319.761,208.955,209.901,161.533,14.291,15.737,12.979,2.94,952.512,550.02,-1.02423,3.92016,3.18099,6.7122,5.90077,3.80326,6.78138,10.22957,20.2015
CO,"National CineMedia, Inc.",IQ7958431,2007,170.1,219.3,0,0,220.3,0,0,6.3,0,0,0,0,0,-157.89474,0,0,4.06789,0,0,16.37942,0,0
NY,"Town Sports International Holdings, Inc.",IQ35652,2007,176.5565,433.08,388.556,353.031,339.2,308.721,279.868,66.253,62.393,36.816,0,409.895,395.236,-6.96117,-1.52041,4.84275,5.14377,6.39943,5.91061,10.02003,6.50122,6.22335
MD,"Choice Hotels International, Inc.",IQ370714,2007,0,0,234.276,0,0,81.475,0,0,11.504,0,0,273.972,318.557,0,-47.30316,0,0,1.71624,0,0,52.76078,0
NV,Affinity Gaming,IQ3153346,2007,0,0,0,0,0,0,0,0,0,0,0,499.476,333.258,0,0,0,0,0,0,0,0,0
NY,"Iconix Brand Group, Inc.",IQ288255,2007,124.4275,80.694,30.156,68.98,22.164,11.466,63.606,0.739,0.731,0.03,0,85.414,19.925,11.47729,25.47741,1.11766,2.75054,5.16471,3.9232,27.77859,14.68149,13.53311
CO,Jacobs Entertainment Inc.,IQ3097936,2007,0,0,0,206.346,0,0,168.972,0,0,18.474,0,185.397,157.779,0,0,5.61831,0,0,4.15746,0,0,11.06164
CA,"Salem Media Group, Inc.",IQ400224,2007,67.65,225.736,211.839,196.885,171.653,153.742,141.976,19.57,22.315,17.869,14.609,326.685,280.614,6.75302,5.05159,3.5398,6.18461,5.46168,4.89053,8.66204,11.25501,13.25166
CA,Entravision Communications Corporation,IQ527252,2007,101.411,291.752,280.964,259.053,194.642,189.777,179.256,23.926,19.854,23.338,0,500.269,480.983,-15.11795,-0.93458,-0.98576,3.92732,4.79412,5.44081,17.45396,14.03249,12.00145
IN,Emmis Communications Corp.,IQ28028,2007,86.766,356.763,377.436,351.82,279.784,288.905,262.565,5.258,12.132,10.519,155.387,1179.23,1230.088,-3.97309,-9.52793,-12.39188,7.22733,7.94805,12.49475,7.34589,4.23168,5.05336
FL,"Spanish Broadcasting System, Inc.",IQ405465,2007,47.368,176.931,169.832,156.443,139.544,117.521,101.548,9.616,4.484,2.998,6.418,319.805,327.043,13.44956,-15.22178,-7.68886,9.99588,9.51204,7.49509,2.89159,1.90791,3.51813
FL,"Hemisphere Media Group, Inc.",IQ226584812,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,"LBI Media, Inc.",IQ3632482,2007,50.6045,107.966,97.502,91.435,59.8,48.994,50.006,16.582,9.427,10.925,1.133,268.427,281.90143,14.29353,4.1532,23.71259,9.37071,7.87917,8.31457,2.71136,3.72428,4.09346
NY,"Nathan's Famous, Inc.",IQ61292,2007,0,0,0,0,0,0,0,0,0,0,0,0.692,0.866,0,0,0,0,0,0,0,0,0
MI,Metaldyne Performance Group Inc.,IQ1040657,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,General Motors Company,IQ61206100,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,Ford Motor Company,IQ106335,2006,8119.5,153413,0,0,155980,0,0,9001,0,0,738,12095,13832,11.04894,0,0,1.74182,0,0,-18.17882,0,0
WA,"Amazon.com, Inc.",IQ18749,2006,824,8490,6921.124,5263.699,7907,6413.663,4914.654,204,89.133,45.963,0,1855,1924.214,3544.62718,-93.1596,-2.9538,0.72268,0.67574,1.98039,117.89993,120.82795,34.36365
GA,"The Home Depot, Inc.",IQ278679,2006,11251.5,77019,73094,64816,66561,63849,56894,3830,3908,3458,857,856,1321,22.09255,21.47965,20.39376,0.81121,0.45717,0.34845,74.23033,208.10038,271.29887
PA,Comcast Corporation,IQ173341,2006,0,0,19221,18348,0,12041,11956,0,3660,4161,0,20093,23835,0,2.23388,-0.54506,0,3.07106,3.63863,0,24.04338,18.86496
MN,Target Corporation,IQ174438,2006,5899.5,51271,45682,46781,46888,41979,43324,3346,3050,2996,318,10155,10186,17.68378,15.64705,17.95397,0.97634,0.90889,1.47855,60.37964,94.12875,57.72753
NC,"Lowe's Companies, Inc.",IQ180871,2006,6756.5,0,36464,30838,0,31826,26902,0,2899,2418,0,3678,3736,0,19.92309,20.00967,0,1.0666,0.99431,0,86.74809,92.02194
CA,The Walt Disney Company,IQ191564,2006,7973.5,31944,30752,27061,26273,25283,23058,1599,1314,1016,490,9395,10643,9.82578,9.40407,5.66517,2.1675,2.48186,3.98044,40.54201,34.44667,20.10185
MN,"Best Buy Co., Inc.",IQ255397,2006,3300.5,30848,27433,24547,28733,25532,22858,648,502,544,151,482,828,23.49062,23.73269,26.0078,1.66324,0.33718,0.54403,40.32271,261.91735,162.21303
OR,"NIKE, Inc.",IQ291981,2006,2794.15,14954.9,13739.7,12253.1,12563.7,11588.8,10448.2,333.7,257.1,214.5,290.9,682.4,551.6,23.3373,23.24154,21.55789,0.09452,0,0.16417,732.56079,NM,578.94272
MA,"The TJX Companies, Inc.",IQ306688,2006,0,0,14913.483,13327.938,0,13507.133,11993.666,0,429.133,408.037,0,664.793,664.776,0,41.433,44.46117,0,1.77639,1.82966,0,48.49756,46.86188
NY,Time Warner Inc.,IQ24689,2006,11855,42401,42081,39565,32423,32143,30756,3102,3024,2761,466,20703,23458,4.0501,5.61196,5.85139,2.09724,2.14571,3.25748,35.75229,38.06119,23.51069
NY,"Twenty-First Century Fox, Inc.",IQ91031,2006,5384.5,0,0,0,0,0,0,0,0,0,0,9080,8227,0,0,0,0,0,0,0,0,0
OH,"Macy's, Inc.",IQ318091,2006,0,0,15630,15264,0,13950,13635,0,467,508,0,3151,3408,0,11.38185,11.84413,0,1.00352,1.28907,0,80.19301,60.95336
IL,McDonald's Corporation,IQ139488,2006,7095.4,19117.3,18594,17140.5,13808.9,13710.1,12879,1601.9,1415.2,1299.6,842,8357.3,9342.5,17.566,17.39652,13.54906,2.22464,2.46093,3.02771,31.35774,34.45818,27.161
IL,Sears Holdings Corporation,IQ7675730,2006,4503,54261,0,0,51326,0,0,546,0,0,794,76,3348,15.14082,NM,0,2.76121,5.3904,0,22.74797,10.05149,0
WA,Starbucks Corporation,IQ34745,2006,1864.426,6446.045,5354.904,4075.522,5325.261,4457.549,3451.398,643.989,412.537,357.282,0,3.618,4.354,21.6641,17.14239,14.08986,1.46803,0.9911,1.36755,60.19899,88.83194,62.97394
TN,Dollar General Corporation,IQ266974,2006,814.668,0,7660.927,6871.992,0,6940.851,6201.929,0,288.572,149.162,0,265.337,330.337,0,21.10698,21.0123,0,0.88468,0.70071,0,102.07955,128.21786
FL,"AutoNation, Inc.",IQ112302,2006,813.75,19253.4,19424.7,19381.1,18475.9,18652.5,18647.4,141.8,210.9,123.5,0,797.7,808.5,8.85521,9.65322,12.87803,1.02798,1.21005,1.17532,61.8299,72.61476,76.55314
CT,"Charter Communications, Inc.",IQ19609,2006,1934,5254,4977,4819,3341,3082,2896,1080,967,887,0,19464,18647,20.80206,156.29775,361.19403,10.00221,9.8606,9.5704,0.82362,1.26907,2.04053
MI,Whirlpool Corporation,IQ314515,2006,1667.5,14317,13220,12176,13012.3,12002,10884,494,511,423,116,1160,1134,25.18651,27.93258,40.58824,1.41415,1.95861,1.76102,49.07851,42.28212,45.82529
MA,"Staples, Inc.",IQ34740,2006,0,0,14448.378,13181.222,0,13043.66,11994.125,0,335.435,277.693,0,567.433,732.041,0,18.21506,15.50873,0,1.20336,1.41319,0,71.38118,59.30511
VA,"Dollar Tree, Inc.",IQ27685,2006,0,0,0,0,0,0,0,0,0,0,0,142.568,146.628,0,0,0,0,0,0,0,0,0
MI,"Penske Automotive Group, Inc.",IQ365436,2006,432.3925,10190.284,9886.211,8671.485,9909.121,9630.083,8451.6,218.285,232.205,199.766,20.844,574.933,643.145,10.86661,11.82603,11.18047,3.99642,4.1366,4.97096,14.50481,17.153,14.12138
WI,Kohl's Corporation,IQ61243,2006,2602.452,13141.251,11700.6,10282.1,11678.326,10390.525,9204.356,792.12,876.301,821.738,0,1075.973,1058.784,15.41477,15.95053,15.34811,1.87251,1.74304,1.72162,44.4108,46.74302,46.86894
MI,Lear Corporation,IQ30727,2006,815.1,17089.2,16960,15746.7,16372.4,15836.5,14652.1,568.4,429,375.6,67.2,1866.9,2057.2,-71.93252,16.92999,19.41426,3.95839,2.23912,2.21242,13.7983,36.88671,35.9746
FL,Carnival Corporation,IQ258823,2006,0,0,9727,6718,0,6787,4750,0,3560,2467,0,6291,6918,0,12.27898,11.25836,0,2.61049,3.32853,0,34.19669,26.515
